original	google_translation
pointlessness	Sinnlosigkeit
pointy	spitz
poise	Haltung
poised	bereit
poison	Gift
poisoner	Giftmörder
poisoning	Vergiftung
poisonous	giftig
poke	Sack
poked	gestochen
poker	Poker
pokiness	Pokigkeit
polar	Polar-
polarity	Polarität
polarization	Polarisation
polarize	polarisieren
polaroid	Polaroid
pole	gibt es nicht
police	Polizei
policed	überwacht
policeman	Polizist
policewoman	die Polizistin
policy	Politik
policyholder	Versicherungsnehmer
polio	Polio
poliovirus	Poliovirus
polish	Polieren
polished	poliert
polisher	Poliermaschine
polite	höflich
politely	höflich
politeness	Höflichkeit
politic	politisch
political	politisch
politically	politisch
politician	Politiker
politicize	politisieren
politics	Politik
polka	Polka
poll	Umfrage
polled	abgefragt
pollen	Pollen
pollinate	bestäuben
pollination	Bestäubung
pollinator	Bestäuber
polling	Umfrage
polltaker	Meinungsforscher
pollutant	Schadstoff
pollute	verschmutzen
polluted	verschmutzt
polluter	Verursacher
polluting	umweltschädlich
pollution	Verschmutzung
pollywog	pollywog
polo	Pole
poltergeist	Poltergeist
polycarbonate	Polycarbonat
polychromatic	polychromatisch
polyester	Polyester
polyethylene	Polyethylen
polygamist	Polygamist
polygamous	polygam
polygamy	Polygamie
polygon	Polygon
polygonal	polygonal
polygraph	Lügendetektor
polymer	Polymer
polymorphic	polymorph
polyp	Polyp
polystyrene	Polystyrol
polysyllable	mehrsilbig
polytechnics	Fachhochschulen
polytheism	Polytheismus
polytheist	Polytheist
polytheistic	polytheistisch
polyvinyl	Polyvinyl
pomegranate	Granatapfel
pomp	Pomp
pompadour	Pompadour
pompom	mit Pomp
pompous	Sender
pompously	pompös
poncho	Poncho
pond	Teich
ponder	nachdenken
ponderable	wägbar
pondering	Nachdenken
ponderingly	nachdenklich
ponderous	schwerfällig
ponderously	schwerfällig
pondweed	Laichkraut
pontoon	Ponton
pony	Pony
ponytail	Pferdeschwanz
poo	Kacke
pooch	Hündchen
poodle	Pudel
poof	Puh
pool	Schwimmbad
poolroom	Billardzimmer
poolside	am Pool
pooltable	Billardtisch
poop	Kacke
pooped	gekackt
pooper	kacke
poor	arm
poorhouse	Armenhaus
poorness	Porosität
pop	Pop
popcorn	Popcorn
pope	Papst
popgun	Popgun
poplar	Pappel
popover	Popover
popper	Popper
poppy	Mohn
popsicle	Eis am Stiel
populace	Bevölkerung
popular	beliebt
popularity	Popularität
popularization	Popularisierung
popularize	popularisieren
popularizer	Popularisierer
popularly	populär
populate	bevölkern
population	Bevölkerung
populism	Populismus
populous	dicht besiedelt
porcelain	Porzellan
porch	Veranda
porcupine	Stachelschwein
pore	Pore
pored	nahe
pork	Schweinefleisch
porker	Mastschwein
porkpie	Schweinefleischpastete
porky	Schweinefleisch
porn	Porno
porno	porno
pornographer	Pornograf
pornographic	pornographisch
pornographically	pornographisch
pornography	Pornographie
pornstar	Pornostar
porous	porös
porously	porös
porridge	Haferbrei
port	Hafen
portabella	Halter
portability	Portabilität
portable	tragbar
portably	tragbar
portal	Portal
porter	Porter
portfolio	Portfolio
porthole	Bullauge
portion	Portion
portly	beleibt
portrait	Porträt
portray	porträtieren
portrayal	Darstellung
pose	Pose
poser	niederlegen
posh	vornehm
posing	posieren
position	Position
positional	positionell
positioned	positioniert
positioning	Positionierung
positive	positiv
positively	positiv
positivism	Positivismus
positivity	Positivität
posse	Posse
possess	besitzen
possessed	besessen
possessing	besitzen
possession	Besitz
possessive	besitzergreifend
possessively	besitzergreifend
possessor	Besitzer
possibility	Wahrscheinlichkeit
possible	möglich
possibly	möglicherweise
possum	Opossum
post	Post
postage	Porto
postbag	postbag
postcard	Postkarte
postclassical	postklassisch
postcode	Postleitzahl
postcolonial	postkolonial
postdoctoral	Postdoktorand
posted	Gesendet
postelection	Nachwahl
poster	Poster
posterior	hintere
posteriors	später
posterity	Nachwelt
postgraduate	Postgraduiertenstudium
posthaste	schnellstens
posthumous	posthum
posthumously	posthum
postimpressionist	Postimpressionist
posting	Veröffentlichung
postman	Briefträger
postmark	Stempel
postmaster	Postmeister
postmenstrual	postmenstruell
postmodern	postmodern
postmodernism	Postmodernismus
postmodernist	Postmodernist
postmortem	postmortal
postnasal	postnasal
postnatal	postnatal
postnuptial	nach der Hochzeit
postoperative	postoperativ
postpartum	nach der Geburt
postpone	verschieben
postponement	Verschiebung
postponer	Aufschieber
postscript	Nachwort
postseason	Nachsaison
postsurgical	postoperativ
posttraumatic	posttraumatisch
postulate	Postulat
postural	Haltung
posture	Haltung
postwar	Nachkriegszeit
pot	Topf
potassium	Kalium
potato	Kartoffel
potbelly	Bauch
potboiler	Topfkessel
potent	potent
potential	Potenzial
potentiality	Möglichkeit
potentially	möglicherweise
potentiate	potenzieren
potently	kraftvoll
pothead	Kiffer
potholder	Topflappen
pothole	Schlagloch
pothook	Pothook
potion	Trank
potluck	Potluck
potpie	Topfkuchen
potpourri	Potpourri
potshot	Schlagschuss
potted	eingetopft
potter	Töpfer
pottery	Keramik
potting	Eintopfen
potty	Töpfchen
pouch	Beutel
pouched	verpackt
poultry	Geflügel
pounce	zuschlagen
pounced	stürzte
pouncing	stürzen
pound	Pfund
poundage	Pfund
pounder	Stampfer
pounding	hämmern
pour	Für
pourer	zu arm
pouring	gießen
pout	Schmollmund
pouting	schmollend
poverty	Armut
powder	Pulver
powdered	pulverisiert
powdering	pudern
powderpuff	Puderquaste
powdery	pudrig
power	Leistung
powerboat	Motorboot
powered	angetrieben
powerful	mächtig
powerfully	kraftvoll
powerhouse	Kraftpaket
powerless	machtlos
powerlessly	machtlos
powerpoint	Steckdose
powertrain	Antriebsstrang
powwow	puhwow
pox	Pocken
practicability	Befahrbarkeit
practicable	möglich
practicably	praktikabel
practical	praktisch
practicality	Praktikabilität
practically	praktisch
practice	üben
practiced	geübt
practitioner	Praktiker
pragmatic	pragmatisch
pragmatics	Pragmatik
pragmatism	Pragmatismus
pragmatist	Pragmatiker
prairie	Prärie
praise	Lob
praiseful	lobend
praiseworthy	lobenswert
praising	lobend
prance	tänzeln
prancing	tänzeln
prank	Streich
prankish	Scherz
prankster	Witzbold
prawn	Garnele
pray	beten
prayer	Gebet
prayerfully	gebeterfüllt
praying	beten
preach	predigen
preacher	Prediger
preaching	Predigt
preachy	predigen
preadolescence	Präadoleszenz
preadolescent	jugendlich
preamble	Präambel
preamplifier	Vorverstärker
preapproval	Vorabgenehmigung
prearrange	vorab vereinbaren
prearranged	vorab vereinbart
prearrangement	Vorbereitung
precancerous	präkanzerös
precarious	prekär
precariously	unsicher
precariousness	Prekarität
precaution	Vorsicht
precautionary	vorsorglich
precautious	vorsichtig
precede	vorausgehen
precedent	Präzedenzfall
preceding	vorhergehend
precertification	Vorzertifizierung
precession	Präzession
precinct	Bezirk
precious	wertvoll
preciously	kostbar
preciousness	Kostbarkeit
precipitant	ausfallend
precipitate	Präzipitat
precipitated	ausgefällt
precipitating	ausfallend
precipitation	Niederschlag
precipitator	Abscheider
precipitous	steil
precise	präzise
precisely	genau
preciseness	Genauigkeit
precision	Präzision
preclinical	präklinisch
preclude	ausschließen
precocious	frühreif
precociously	altklug
precociousness	Frühreife
precognition	Präkognition
precollege	Vorschule
preconceive	vorgefasst
preconceived	vorgefasst
preconception	Vorurteil
precondition	Voraussetzung
preconscious	vorbewusst
preconstruction	Vorkonstruktion
precook	vorkochen
precursor	Vorläufer
precut	vorgeschnitten
predate	vor
predator	Raubtier
predatorily	räuberisch
predatory	räuberisch
predawn	vor der Morgendämmerung
predecessor	Vorgänger
predefine	vordefinieren
predetermination	Vorherbestimmung
predetermine	vorbestimmen
predetermined	vorbestimmt
predicament	Dilemma
predicate	Prädikat
predication	Prädikation
predicatively	prädikativ
predict	vorhersagen
predictability	Vorhersagbarkeit
predictable	vorhersagbar
predictably	vorhersehbar
prediction	Vorhersage
predictive	prädiktiv
predictor	Anzeichen
predigest	predigest
predisposal	Veranlagung
predispose	prädisponieren
predisposed	veranlagt
predisposition	Prädisposition
predominance	Vorherrschaft
predominant	vorherrschend
predominantly	überwiegend
predominate	überwiegen
preeminence	Vorrangstellung
preeminent	herausragend
preemptive	präventiv
preen	putzen
preexisting	bereits vorhanden
prefabricate	Billets
prefabricated	vorgefertigt
prefabrication	Vorfertigung
prefabricator	Vorfertiger
preface	Vorwort
prefect	Präfekt
prefer	bevorzugen
preferably	vorzugsweise
preference	Präferenz
preferential	bevorzugt
preferentially	bevorzugt
preferred	bevorzugt
prefix	Präfix
prefixed	vorangestellt
preflight	Vorflug
preformed	vorgeformt
prefrontal	präfrontal
pregame	vor dem Spiel
pregnable	schwängerbar
pregnancy	Schwangerschaft
pregnant	schwanger
preheat	Vorwärmen
preheated	vorgewärmt
prehistoric	prähistorisch
prehistorical	prähistorisch
prehistorically	prähistorisch
prehistory	Vorgeschichte
preholiday	Vorurlaub
preindustrial	vorindustriell
preinstall	neu installiert
prejudge	vorurteilen
prejudgment	Vorurteil
prejudice	Vorurteil
prejudiced	voreingenommen
prejudicial	nachteilig
prejudicially	nachteilig
prelaunch	vor der Markteinführung
prelaw	Vorgesetz
preliminarily	vorläufig
preliminary	vorläufig
prelude	Auftakt
premarital	vorehelich
premature	verfrüht
prematurely	vorzeitig
prematurity	Frühgeburt
premedical	prämedizinisch
premeditate	vorher überlegen
premeditatedly	vorsätzlich
premeditation	Vorsatz
premeditative	vorsätzlich
premenstrual	prämenstruell
premier	Premier
premiere	Premiere
premise	Prämisse
premises	Firmengelände
premium	Prämie
premonition	Vorahnung
prenatal	vorgeburtlich
prenuptial	vorehelich
preoccupant	Sorge
preoccupation	Beschäftigung
preoccupied	beschäftigt
preoccupy	beschäftigen
preopening	Voreröffnung
preoperative	präoperativ
preoperatively	präoperativ
preordain	vorherbestimmen
preorder	Vorbestellung
preordination	Vorherbestimmung
prep	Vorbereitung
prepackaged	vorverpackt
prepaid	Prepaid
preparation	Vorbereitung
preparative	präparativ
preparatory	vorbereitend
prepare	vorbereiten
prepared	vorbereitet
preparedness	Bereitschaft
preparer	Vorbereiter
prepay	Per Vorkasse bezahlen
prepositional	Präpositional
prepossess	einnehmen
prepossessed	besessen
prepossession	Voreingenommenheit
preposterous	absurd
preposterously	grotesk
preposterousness	Absurdität
preppy	adrett
preprogrammed	vorprogrammiert
prepublication	Vorveröffentlichung
prequalification	Präqualifikation
prequalify	vorher klassifizieren
prequel	Prequel
prerecord	Voraufnahme
prerecorded	vorab aufgezeichnet
preregistration	Voranmeldung
prerelease	Vorabversion
prerequisite	Voraussetzung
prerevolutionary	vorrevolutionär
prerogative	Vorrecht
preschool	Vorschule
prescribe	verschreiben
prescriber	verschreibender Arzt
prescription	Rezept
prescriptive	vorschreibend
prescriptively	vorschreibend
preseason	Vorsaison-
preselect	vorwählen
present	gegenwärtig
presentable	vorzeigbar
presentably	vorzeigbar
presentation	Präsentation
presentational	Präsentation
presenter	Moderator
presently	gegenwärtig
preservation	Erhaltung
preservationist	Denkmalpfleger
preservative	Konservierungsmittel
preserve	bewahren
preserver	Bewahrer
preshow	Vorschau
preshrunk	sanforisiert
preside	präsidieren
presidency	Präsidentschaft
president	Präsident
presidential	präsidial
presidentially	präsidial
presoak	Gefangene
press	Drücken Sie
pressboard	Pressspan
pressing	drücken
pressingly	dringend
pressman	Pressemann
pressroom	Presseraum
pressure	Druck
pressurization	Druckbeaufschlagung
pressurize	unter Druck setzen
pressurizer	Druckhalter
prestige	Prestige
prestigious	prestigeträchtig
prestigiously	prestigeträchtig
presumable	vermutlich
presumably	vermutlich
presuming	vermutet
presumption	Vermutung
presumptive	mutmaßlich
presumptuous	anmaßend
presumptuously	anmaßend
presumptuousness	Vermessenheit
presuppose	voraussetzen
pretax	vor Steuern
preteen	jugendlich
pretence	Vorwand
pretend	vorgeben
pretended	vorgetäuscht
pretender	Prätendent
pretense	Vorwand
pretension	Anspruch
pretentious	protzig
pretentiously	prätentiös
pretentiousness	Anmaßung
pretext	Vorwand
prettify	verschönern
prettily	hübsch
pretty	hübsch
pretzel	Brezel
prevail	sich durchsetzen
prevailing	vorherrschend
prevalence	Häufigkeit
prevalently	überwiegend
prevent	verhindern
preventability	Verhinderbarkeit
preventable	vermeidbar
preventative	präventiv
preventer	Verhinderer
prevention	Verhütung
preventive	präventiv
preventively	präventiv
preview	Vorschau
previously	vorher
prewar	Vorkrieg
prewash	Vorwäsche
prewashed	vorgewaschen
prey	Beute
price	Preis
priced	preislich
priceless	unbezahlbar
pricelist	Preisliste
pricey	teuer
prick	stechen
pricked	gestochen
pricking	stechen
prickled	prickelte
prickliness	Stacheligkeit
prickling	prickelnd
prickly	stachelig
pricks	Stiche
pride	Stolz
prideful	stolz
pried	gepriesen
priest	Priester
priestess	Priesterin
priesthood	Priestertum
priestly	priesterlich
prim	prim
primacy	Primat
primal	ursprünglich
primarily	in erster Linie
primate	Primas
primates	Primaten
prime	Primzahl
primetime	Hauptsendezeit
primeval	urzeitlich
priming	Grundierung
primitive	Primitive
primitively	primitiv
primordial	ursprünglich
primp	primp
primrose	Primel
prince	Prinz
princedom	Fürstentum
princess	Prinzessin
principal	Rektor
principality	Fürstentum
principally	hauptsächlich
principle	Prinzip
principled	prinzipiell
principles	Prinzipien
print	drucken
printability	druckbar
printable	druckbar
printed	gedruckt
printer	Drucker
printing	Drucken
printout	ausdrucken
prior	vor
priority	Priorität
prism	Prisma
prison	Gefängnis
prisoner	Häftling
prisonlike	gefängnisartig
prissiness	Zimperlichkeit
prissy	zimperlich
pristine	makellos
privacy	Privatsphäre
private	Privat
privateer	Freibeuter
privately	privat
privates	privates
privatization	Privatisierung
privatize	privatisieren
privilege	Privileg
privileged	privilegiert
privy	eingeweiht
prize	Preis
prized	geschätzt
prizefight	Preiskampf
prizefighter	Preiskämpfer
pro	Profi
proactive	proaktiv
probability	Wahrscheinlichkeit
probable	wahrscheinlich
probably	wahrscheinlich
probate	Nachlass
probation	Probezeit
probationary	Probe-
probe	Sonde
prober	versuchen
probing	Sondierung
probiotic	probiotisch
problem	Problem
problematic	problematisch
problematically	problematisch
procedural	verfahrenstechnisch
procedure	Verfahren
proceed	fortfahren
proceeding	geht weiter
proceedings	Verfahren
proceeds	Erlös
process	Verfahren
processing	wird bearbeitet
procession	Prozession
processional	Prozession
processor	Prozessor
proclaim	proklamieren
proclaimer	Verkünder
proclaiming	verkünden
proclamation	Proklamation
procommunist	prokommunistisch
procrastinate	zögern
procrastinating	zögern
procrastination	Prokrastination
procrastinator	Procrastinator
procreate	zeugen
procreation	Zeugung
procreative	fortpflanzungsfähig
procreator	Zeuger
proctologist	Proktologe
proctor	Proktor
procurable	beschaffbar
procure	besorgen
procurement	Beschaffung
procurer	besorgen
prod	Prod
prodigiously	ungeheuer
prodigy	Wunder
produce	produzieren
produced	produziert
producer	Hersteller
product	Produkt
production	Produktion
productive	produktiv
productively	produktiv
productiveness	Ergiebigkeit
productivity	Produktivität
profane	entweihen
profanely	profan
profaneness	Obszönität
profanity	Profanität
profess	bekennen
professed	erklärte
professedly	angeblich
profession	Beruf
professional	Fachmann
professionalism	Professionalität
professionalization	Professionalisierung
professionalize	professionalisieren
professor	Professor
proficiency	Kompetenz
proficient	kompetent
proficiently	kompetent
profile	Profil
profiler	Profiler
profit	profitieren
profitability	Rentabilität
profitable	profitabel
profitableness	Einträglichkeit
profitably	profitabel
profiteer	ausnutzen
profiteering	Wucher
profiting	profitieren
profitless	gewinnlos
profound	tiefgreifend
profoundly	zutiefst
profoundness	Tiefgründigkeit
profusely	reichlich
profuseness	Fülle
prognosis	Prognose
program	Programm
programmer	Programmierer
programming	Programmierung
progress	Fortschritt
progression	Fortschreiten
progressively	nach und nach
progressiveness	Progressivität
progressivity	Progressivität
prohibit	verbieten
prohibitionist	prohibitionistisch
prohibitive	unerschwinglich
prohibitively	unerschwinglich
prohibitor	Verbot
project	Projekt
projectable	projizierbar
projectile	Projektil
projecting	projizieren
projection	Projektion
projectionist	Vorführer
projector	Beamer
prolapsed	vorgefallen
proliferate	vermehren
proliferation	Proliferation
prolific	produktiv
prolifically	produktiv
prologue	Prolog
prolongation	Verlängerung
prolonged	verlängert
promenade	Promenade
prominence	Bedeutung
prominent	prominent
prominently	prominent
promiscuity	Promiskuität
promiscuous	promiskuitiv
promiscuously	promiskuitiv
promiscuousness	Promiskuität
promise	versprechen
promising	vielversprechend
promisingly	vielversprechend
promo	Promo
promotable	förderbar
promote	fördern
promoter	Promoter
promotion	Förderung
prompt	prompt
prompter	Souffleur
promptly	sofort
promptness	Schnelligkeit
proneness	Anfälligkeit
prong	Zinke
pronged	gezackt
pronoun	Sie tendieren
pronounce	aussprechen
pronounceable	aussprechbar
pronounced	ausgesprochen
pronouncedly	deutlich
pronouncement	Verkündung
pronouncer	Aussprecher
pronto	bereit
pronunciation	Aussprache
proof	nachweisen
proofing	Proofing
proofread	Korrekturlesen
proofreader	Korrektor
proofreading	Korrekturlesen
proofs	Beweise
prop	Stütze
propaganda	Propaganda
propagandist	Propagandist
propagandistic	propagandistisch
propagandize	propagieren
propagate	verbreiten
propagation	Vermehrung
propagator	Propagator
propane	Propan
propel	treiben
propellant	Treibmittel
propeller	Propeller
propensity	Neigung
proper	richtig
properly	richtig
properness	Angemessenheit
propertied	besessen
property	Eigentum
prophecy	Prophezeiung
prophesy	prophezeien
prophet	ein Prophet
prophetic	prophetisch
prophetical	prophetisch
prophetically	prophetisch
prophylactic	prophylaktisch
proponent	Befürworter
proportion	Anteil
proportional	proportional
proportionality	Verhältnismäßigkeit
proportionally	anteilig
proportionate	verhältnismäßig
proportionately	proportional
proportioned	proportioniert
proposal	Vorschlag
propose	vorschlagen
proposition	Vorschlag
propositional	propositional
propositionally	propositional
proprietary	proprietär
proprietor	Inhaber
proprietorship	Eigentum
proprietress	Inhaberin
propriety	Anstand
props	Requisiten
propulsion	Antrieb
propulsive	treibend
prorate	anteilig
prosecutable	strafbar
prosecute	strafrechtlich verfolgen
