english	german
indestructibleness	unzerstörbarkeit
indestructibly	unzerstörbar
indetectable	unauffindbar
indeterminable	unbestimmbar
indeterminably	unbestimmbar
indeterminacy	unbestimmtheit
indeterminate	unbestimmt
indeterminately	unbestimmt
indetermination	unbestimmtheit
index	index
indexed	indiziert
indexing	indizierung
indicate	angeben
indicative	indikativ
indicator	indikator
indicatory	indikator
indices	indizes
indict	anklagen
indictment	anklage
indie	indie
indifference	gleichgültigkeit
indifferent	gleichgültig
indifferently	gleichgültig
indigenously	einheimisch
indigenousness	indigenität
indigently	mittellos
indigested	unverdaut
indigestibility	unverträglichkeit
indigestible	unverdaulich
indigestion	verdauungsstörungen
indigestive	verdauungsbeschwerden
indignant	empört
indignantly	empört
indignation	empörung
indignity	demütigung
indigo	indigo
indirect	indirekt
indirectly	indirekt
indirectness	indirektheit
indiscernible	nicht wahrnehmbar
indiscernibly	unmerklich
indiscipline	disziplinlosigkeit
indiscoverable	indiscoverable
indiscreet	indiskret
indiscreetly	indiskret
indiscreetness	indiskretheit
indiscrete	indiskret
indiscretion	indiskretion
indiscriminate	unterschiedslos
indiscriminateness	indiscriminateness
indiscriminating	indiscriminate
indiscriminatingly	wahllos
indiscrimination	indiscrimination
indispensability	unentbehrlichkeit
indispensable	unverzichtbar
indispensableness	unverzichtbarkeit
indispensably	unentbehrlich
indispose	unwohl
indisposed	unwohl
indisposition	unwohlsein
indisputability	unbestreitbarkeit
indisputable	unbestreitbar
indisputableness	unbestreitbarkeit
indisputably	unbestreitbar
indistinct	undeutlich
indistinctive	undeutlich
indistinctively	undeutlich
indistinctiveness	ununterscheidbarkeit
indistinctness	undeutlichkeit
indistinguishable	nicht zu unterscheiden
indistinguishableness	ununterscheidbarkeit
indistinguishably	ununterscheidbar
indivertible	unumstößlich
individualism	individualismus
individualist	individualist
individualistic	individualistisch
individuality	individualität
individualization	individualisierung
individualize	individualisieren
individually	individuell
individuation	individualisierung
indivisibility	unteilbarkeit
indivisible	unteilbar
indivisibleness	unteilbarkeit
indivisibly	unteilbar
indoctrination	indoktrination
indoor	drinnen
indoors	drinnen
indubitable	unverkennbar
indubitableness	unbestreitbarkeit
indubitably	zweifellos
induce	induzieren
inducement	anreiz
inducer	induktor
induct	induzieren
inductee	eingeweihter
induction	induktion
inductive	induktiv
inductively	induktiv
inductiveness	induktivität
inductor	induktor
indulge	frönen
indulgence	genuss
indulgenced	verwöhnt
indulgency	nachsicht
indulgent	nachsichtig
indulgently	nachsichtig
indulger	genussmensch
indulging	verwöhnen
industrial	industriell
industrialism	industrialismus
industrialist	industrieller
industrialization	industrialisierung
industrially	industriell
industriously	fleißig
industriousness	fleiß
industry	industrie
inebriant	betrunken werden
inebriate	betrunken werden
inebriated	betrunken
inebriation	rausch
inedibility	ungenießbarkeit
inedible	ungenießbar
ineffectively	unwirksam
ineffectiveness	unwirksamkeit
ineffectual	wirkungslos
ineffectually	wirkungslos
ineffectualness	ineffektivität
inefficacy	unwirksamkeit
inefficiency	ineffizienz
inefficient	ineffizient
inefficiently	ineffizient
inelasticity	unelastizität
inelegant	unelegant
inelegantly	unelegant
ineligibility	unzulässigkeit
ineligible	nicht förderfähig
ineligibly	unzulässig
ineloquent	sie sprechen nicht
ineloquently	wortlos
ineptitude	unbeholfenheit
ineptness	unfähigkeit
inequality	ungleichheit
inequitable	ungerecht
inequitably	ungerecht
inequity	ungerechtigkeit
inert	untätig
inertia	trägheit
inertly	träge
inertness	trägheit
inescapable	unausweichlich
inescapably	unausweichlich
inessential	unwesentlich
inestimable	unschätzbar
inestimably	unschätzbar
inevitability	unvermeidlichkeit
inevitable	unvermeidlich
inevitableness	unvermeidlichkeit
inevitably	zwangsläufig
inexact	ungenau
inexactly	in genau
inexactness	ungenauigkeit
inexcusability	unentschuldbarkeit
inexcusable	unentschuldbar
inexcusableness	unentschuldbarkeit
inexhaustibility	unerschöpflichkeit
inexhaustible	unerschöpflich
inexhaustibleness	unerschöpflichkeit
inexhaustibly	unerschöpflich
inexistence	nichtexistenz
inexistent	nicht existent
inexorableness	unerbittlichkeit
inexorably	unerbittlich
inexpensively	preiswert
inexpensiveness	kostengünstigkeit
inexperience	unerfahrenheit
inexperienced	unerfahren
inexpertly	unsachgemäß
inexplicability	unerklärlichkeit
inexplicable	unerklärlich
inexplicableness	unerklärlichkeit
inexplicably	unerklärlicherweise
inexplicitly	unerklärlich
inexplicitness	unerklärlichkeit
inexpressible	unaussprechlich
inexpressibleness	unaussprechlichkeit
inexpressibly	unaussprechlich
inexpressive	ausdruckslos
inexpressively	ausdruckslos
inexpressiveness	ausdruckslosigkeit
inextinguishable	unauslöschlich
inextricably	untrennbar
inf	inf
infallibility	unfehlbarkeit
infallible	unfehlbar
infallibly	unfehlbar
infamous	berüchtigt
infamously	berüchtigt
infamousness	berüchtigtheit
infamy	schande
infancy	kindheit
infant	säugling
infanthood	kindheit
infantile	infantil
infantilism	infantilismus
infantry	infanterie
infantryman	infanterist
infatuate	frech
infatuated	verliebt
infatuation	verliebtheit
infeasibility	undurchführbarkeit
infeasible	undurchführbar
infect	infizieren
infected	infiziert
infection	infektion
infectious	ansteckend
infectiously	ansteckend
infective	ansteckend
infectiveness	infektiosität
infector	infektor
inference	inferenz
inferior	minderwertig
inferiority	minderwertigkeit
inferiorly	minderwertig
infernal	höllisch
inferno	inferno
infertile	unfruchtbar
infertility	unfruchtbarkeit
infest	befallen
infestation	befall
infidel	ungläubig
infidelity	untreue
infield	infield
infielder	innenfeldspieler
infiltrate	infiltrieren
infiltration	infiltration
infiltrator	eindringling
infinite	unendlich
infinitely	unendlich
infiniteness	unendlichkeit
infinitesimally	unendlich
infinitive	infinitiv
infinitively	unendlich
infirm	gebrechlich
infirmary	krankenstation
infirmness	gebrechlichkeit
inflame	entflammen
inflamed	entzündet
inflamer	entzünder
inflammability	entflammbarkeit
inflammable	entflammbar
inflammably	brennbar
inflammation	entzündung
inflammatorily	entzündlich
inflammatory	entzündlich
inflatable	aufblasbar
inflate	aufblasen
inflated	aufgeblasen
inflatedness	aufgeblasenheit
inflation	inflation
inflationary	inflationär
inflationist	inflationistisch
inflect	beugen
inflected	flektiert
inflection	flexion
inflectionless	flektierungslos
inflexibility	inflexibilität
inflexible	unflexibel
inflexibleness	unflexibilität
inflexibly	unflexibel
inflict	zufügen
infliction	zufügung
inflictive	ansteckend
inflow	zufluss
influence	beeinflussen
influencer	influencer
influential	einflussreich
influentially	einflussreich
influenza	grippe
influx	zustrom
info	die info
infomercial	infomercial
inform	informieren
informal	informell
informality	ungezwungenheit
informant	informant
information	information
informational	informativ
informative	informativ
informatively	informativ
informed	informiert
informer	informant
informingly	informativ
infraction	verstoß
infrared	infrarot
infrequency	seltenheit
infrequent	selten
infrequently	selten
infringe	verletzen
infringement	verstoß
infuriate	wütend machen
infuriating	ärgerlich
infuriation	erregung
infuse	einflößen
infuser	einflößen
infusibility	unschmelzbarkeit
infusible	unschmelzbar
infusion	infusion
ingenious	genial
ingeniously	genial
ingeniousness	genialität
ingenuity	einfallsreichtum
ingenuous	naiv
ingenuously	naiv
ingenuousness	einfallsreichtum
ingestible	einnehmbar
ingestion	einnahme
inglorious	unrühmlich
ingloriously	unrühmlich
ingrain	tief verwurzelt
ingrained	tief verwurzelt
ingrate	undankbar
ingratiating	einschmeichelnd
ingratitude	undankbarkeit
ingredient	zutat
ingredients	zutaten
ingrown	eingewachsen
inhabit	bewohnt
inhabitability	bewohnbarkeit
inhabitable	bewohnbar
inhabitancy	bewohnbarkeit
inhabitant	sie bewohnen
inhabitation	besiedlung
inhabited	bewohnt
inhalation	inhalation
inhale	einatmen
inhaler	inhalator
inharmonic	unharmonisch
inharmonious	unharmonisch
inharmoniously	unharmonisch
inharmoniousness	unharmonizität
inherent	inhärent
inherently	von natur aus
inherit	du erbst
inheritability	vererbung
inheritable	vererbbar
inheritance	nachlass
inheritor	erbe
inhibit	hemmen
inhibiter	inhibitor
inhibition	hemmung
inhibitive	hemmend
inhospitable	unwirtlich
inhospitableness	ungastlichkeit
inhospitably	unwirtlich
inhospitality	in gastfreundschaft
inhouse	inhouse
inhuman	unmenschlich
inhumane	unmenschlich
inhumanely	unmenschlich
inhumanity	unmenschlichkeit
inhumanly	unmenschlich
inhumanness	unmenschlichkeit
initial	anfänglich
initialization	initialisierung
initialize	initialisieren
initially	anfänglich
initials	initialen
initiate	einleiten
initiation	einleitung
initiative	initiative
initiator	initiator
inject	injizieren
injection	injektion
injector	injektor
injudiciously	unüberlegt
injunction	einstweilige verfügung
injunctive	einstweilige verfügung
injure	verletzen
injurer	verletzer
injuriously	schädlich
injury	verletzung
injustice	ungerechtigkeit
ink	tinte
inkless	tintenlos
inkling	ahnung
inkpad	stempelkissen
inks	tinten
inkstand	tintenfass
inkwell	tintenfass
inky	tintenfarben
inland	inland
inline	im einklang
inmate	insasse
inn	in
innards	innereien
innate	angeboren
innately	von natur aus
innateness	angeborenheit
inner	innere
innermost	innerste
inning	inning
innings	innings
innkeeper	gastwirt
innocence	unschuld
innocent	unschuldig
innocently	unschuldig
innocuous	harmlos
innocuously	harmlos
innocuousness	unschädlichkeit
innovate	innovieren
innovating	innovativ
innovation	innovation
innovational	innovativ
innovationist	innovationist
innovator	innovator
innuendo	andeuten
innumerability	unzähligkeit
innumerable	unzählig
innumerably	unzählige
innumerate	unzählig
innumerous	unzählige
inobservance	nichtbeachtung
inoculate	inokulieren
inoculation	impfung
inoffensive	harmlos
inoffensively	harmlos
inoffensiveness	unbedenklichkeit
inoperable	nicht funktionsfähig
inoperative	unwirksam
inopportunely	zur unzeit
inopportunity	unmöglichkeit
inordinately	übermäßig
inorganic	anorganisch
inorganically	anorganisch
inpatient	stationär
input	eingang
inquire	anfragen
inquirer	fragesteller
inquiring	nachfragen
inquiringly	fragend
inquiry	anfrage
inquisition	inquisition
inquisitive	neugierig
inquisitively	neugierig
inquisitiveness	neugier
inquisitor	inquisitor
inroad	einfall
insane	verrückt
insanely	wahnsinnig
insaneness	wahnsinn
insanity	wahnsinn
insatiability	unersättlichkeit
insatiableness	unersättlichkeit
insatiably	unersättlich
insatiate	unersättlich
inscribe	einschreiben
inscriber	einschreiber
inscription	inschrift
inscriptional	inschriftlich
inscrutability	unergründlichkeit
inscrutable	unergründlich
inscrutableness	unergründlichkeit
inseam	innennaht
insect	insekt
insecticide	insektizid
insectile	insektil
insecure	unsicher
insecurely	unsicher
insecurity	unsicherheit
inseminate	besamen
insemination	besamung
insensibility	unempfindlichkeit
insensible	unempfindlich
insensibly	unmerklich
insensitive	unempfindlich
insensitively	unsensibel
insensitiveness	unempfindlichkeit
insensitivity	unempfindlichkeit
inseparability	untrennbarkeit
inseparable	untrennbar
inseparableness	untrennbarkeit
inseparably	untrennbar
insert	einfügen
inserted	eingefügt
inserter	einfügemaschine
insertion	einfügen
inset	einsatz
inside	innen
insider	insider
insidious	heimtückisch
insidiously	heimtückisch
insidiousness	heimtücke
insight	einblick
insightful	aufschlussreich
insignia	insignien
insignificance	bedeutungslosigkeit
insignificant	unbedeutend
insincere	unaufrichtig
insincerely	unaufrichtig
insincerity	unaufrichtigkeit
insinuate	unterstellen
insinuating	unterstellend
insinuation	unterstellung
insinuator	der angeber
insipidness	fadheit
insist	pochen
insistence	beharren
insistent	beharrlich
insistently	eindringlich
insole	einlegesohle
insolence	unverschämtheit
insolent	frech
insolently	unverschämt
insolubility	unlöslichkeit
insoluble	unlöslich
insolubly	unauflöslich
insolvability	insolvenz
insolvable	zahlungsunfähig
insolvency	insolvenz
insolvent	zahlungsunfähig
insomnia	schlaflosigkeit
insomniac	schlaflos
inspect	prüfen
inspection	inspektion
inspector	inspektor
inspectorial	inspektorisch
inspiration	inspiration
inspirational	inspirierend
inspirationally	inspirierend
inspire	inspirieren
inspired	inspiriert
inspirer	inspirieren
inspiring	inspirierend
inspiringly	inspirierend
instability	instabilität
installation	installation
installer	installateur
installment	rate
instance	beispiel
instant	sofortig
instantaneously	sofort
instantaneousness	unmittelbarkeit
instantly	sofort
instead	stattdessen
instep	spann
instigate	anstiften
instigation	anstiftung
instigator	anstifter
instinct	instinkt
instinctive	instinktiv
instinctively	instinktiv
instinctual	instinktiv
institute	institut
institution	institution
institutional	institutionell
institutionalism	institutionalismus
institutionalization	institutionalisierung
institutionalize	institutionalisieren
institutionally	institutionell
institutionary	institutionell
instruct	anweisen
instructed	angewiesen
instruction	anweisung
instructional	lehrreich
instructive	lehrreich
instructively	lehrreich
instructor	lehrer
instructorship	lehrauftrag
instrument	instrument
instrumental	instrumental
instrumentalism	instrumentalismus
instrumentalist	instrumentalist
instrumentality	instrumentalität
instrumentally	instrumentell
instrumentation	instrumentierung
insubordinate	unbotmäßig
insubordinately	unbotmäßig
insubordination	gehorsamsverweigerung
insubstantial	unwesentlich
insubstantiality	unwesentlichkeit
insufferable	unerträglich
insufferableness	unerträglichkeit
insufferably	unerträglich
insufficiency	insuffizienz
insufficient	unzureichend
insufficiently	ungenügend
insulate	isolieren
insulated	isoliert
insulating	isolierend
insulation	isolierung
insulator	isolator
insulin	insulin
insult	beleidigung
insulter	beleidigung
insulting	beleidigend
insultingly	beleidigend
insupportable	unerträglich
insuppressibly	ununterdrückbar
insurability	versicherbarkeit
insurable	versicherbar
insurance	versicherung
insure	versichern
insurgence	aufstand
insurgency	aufstand
insurgent	aufständischer
insurmountable	unüberwindbar
insurrectional	aufständisch
insurrectionist	aufständischer
insusceptibility	unempfindlichkeit
insusceptible	unempfindlich
intact	intakt
intactness	unversehrtheit
intake	aufnahme
intangibility	ungreifbarkeit
intangible	immateriell
intangibleness	immaterielles
intangibly	immateriell
integer	ganze zahl
integral	integral
integrally	ganzheitlich
integrate	integrieren
integration	integration
integrative	integrativ
integrator	integrator
integrity	integrität
intellect	intellekt
intellective	intellektuell
intellectual	intellektuell
intellectualism	intellektualismus
intellectualist	intellektualist
intellectualistic	intellektualistisch
intellectuality	geistigkeit
intellectualization	intellektualisierung
intellectualize	intellektualisieren
intellectually	intellektuell
intelligence	intelligenz
intelligent	intelligent
intelligently	intelligent
intelligibility	verständlichkeit
intelligible	verständlich
intelligibly	verständlich
intend	beabsichtigen
intended	beabsichtigt
intending	beabsichtigen
intense	intensiv
intensely	intensiv
intenseness	intensität
intensification	intensivierung
intensifier	verstärker
intensify	intensivieren
intensity	intensität
intensive	intensiv
intensively	intensiv
intensiveness	intensität
intention	absicht
intentional	absichtlich
intentionality	absichtlichkeit
intentionally	absichtlich
intentioned	beabsichtigt
intentness	absicht
inter	inter
interact	interagieren
interaction	interaktion
interactional	interaktionell
interactive	interaktiv
interactivity	interaktivität
interblend	vermischen
interbreed	kreuzen
intercept	abfangen
intercepting	abfangen
interception	abfangen
interceptive	abfangend
interceptor	abfangjäger
interchange	austausch
interchangeability	austauschbarkeit
interchangeable	austauschbar
interchangeableness	austauschbarkeit
interchangeably	austauschbar
intercollegiate	interkollegial
intercom	gegensprechanlage
intercommunicate	miteinander kommunizieren
intercommunicative	interkommunikativ
intercompany	unternehmensübergreifend
interconnectedness	verbundenheit
interconnecting	miteinander verbinden
interconnection	zusammenschaltung
intercontinental	interkontinental
intercourse	verkehr
intercultural	interkulturell
interdenominational	interkonfessionell
interdepartmental	abteilungsübergreifend
interdependence	interdependenz
interdependency	gegenseitige abhängigkeit
interdependent	voneinander abhängig
interdependently	voneinander abhängig
